text,label,__index_level_0__
she might . she thinks she is better than me because she has an actual job .,1,17
"he is going to be 8 , this month",1,12344
 not at all!  ),0,11268
 Clinton’s will get u,0,2819
i'm doing great ! i'm just snuggling with my cat .,0,14409
 Total Bullshit,1,2941
"metal is my favorite , but i can accept that people listen to country . haha",1,11267
 No better or worse than your darling brat Antifa bashing people’s head in. Love to see the mug shots. They look like meth heads.,1,1546
i love cheese ; how much does she eat ?,1,798
i've been to mexico a few times . i live on the coast . near new orleans . you ?,0,16464
  Like how the NRA is biased against gun control.  exploding head ,0,6962
i do not understand alcohol its nasty lol,0,18773
thanks ! i hope i make more friends in the summer or during soccer !,1,4284
i had tickets to see bruno mars but my parents grounded me,1,5372
business . what did you study ?,0,20922
   reckon he is upset about Wacky Wednesdays because the boys told him it was absolutely going to be a Mad Monday this time?,1,9650
"While Democrat presidential hopefuls aim to weaponize the tax cuts, Elaine Parker, chief communications officer of Job Creators Network (JCN), told Breitbart News in an exclusive interview in January that it is precisely what will assist Trump in making his case to the American people.",1,1342
 At this point it’s like saying it’s “too soon to talk about gun control” after a school shooting. There isn’t any “too soon” anymore with gun control or climate change at the rate that things are effecting us.,0,8897
"loads , and she's skinny too boot ! !",1,7936
cool ! how long have you been doing ballet ?,0,20884
"i love red , reminds me of summer time",0,20434
what do yo udo for a living,0,24799
i've a mom . she's very close to me .,1,9239
hey ! money max here ! whats up !,0,24580
  Cruz needs to add #ANTIFA to this proposed Act. That way we literally kill # with one stone.,0,9243
 In  the Conservatives cut annual funding to build social housing by £.. Today Theresa May announced an extra £ to build social housing.... spread over the next  years! So by  it’ll be a £ cut since  instead of £. I despair!!,0,3179
i am in kansas now but moving to san diego in a couple months,0,23612
hi ! i am gwyn . i am an author . how are you ?,0,15543
i baby sit for a woman who lives close to me .,1,12349
i've a little sister named felicia .,1,834
  Hahaha...It didnt happen so she is fine.....,0,5100
"i had a job since i was 14 , since my dad passed at 2",0,20997
do you still play ? i love to go to games .,1,11182
"oh , i am still in high school , my friends love christian rock .",1,222
"traveling sounds like fun , i guess .",0,14761
yes . i finished all my chores today on my farm .,0,14659
interesting do you like to travel ?,0,26004
cool . do you have any pets ? i've a snake named jake !,0,14938
hello how are you today ?,0,27092
Evidence-based #CDC # #BannedWords #Orwell #doubleplusgoodspeak #MAGA #TrumpHasDementia,0,3682
i do not like carrots or my contacts .,0,13913
i'm in college at alabama for geology,0,24480
  URL You must love DJT more then I do face with tears of joy  rolling on the floor laughing  face with tears of joy  rolling on the floor laughing  You are obsessed with him.,0,3657
 Because conservatism is dying and they know it is. So they are going to try everything in their power to hold on to their perception of what America should look like despite the fact most Americans are more centralist-liberals.,0,7223
that's cool what are your favorite animals,0,16060
how little are your little ones ?,1,2352
     I get what you mean though I have never personally seen any liberals complain about white conservative people immigrating here from Poland or wherever. Does that happen on a large scale? I guess a better way to phrase my initial point would be diverse immigration.,0,9409
nice ! i've three myself dogs and a bird .,0,20721
"i make videos about edged weapons , all in good fun . i watch videos too .",0,19361
nope . but i do enjoy some butter dipped crab,0,14249
  Does it hurt to constantly apologize for far right conservatives,0,12520
i actually do like play games . what kind of games do you like to play ?,1,5634
"It obviously works extremely well for Democrats, a large faction and the leadership of which appears to be as impervious to facts as anti-vaxxers and QAnon followers.",1,331
i understand . i read a lot in my free time,0,14230
it is a clothing design brand . do you have any family ?,1,4531
+++ I can't prove causation either but while the CONservatives in CDA surely love the idea of 𝙿𝚎𝚝𝚊𝚕𝚜 𝙼𝚌𝙿𝙾𝚄𝚃𝚂𝙵𝚊𝚌𝚎(¬ bashing PM  can't help but think they're also egging the former to continue the bashing to boost their fortune(s) vainly. URL,0,291
  W had empathy and regrets. He may have been a bad/ineffective president but he is way more presidential than trump could ever hope to be,1,7778
__SILENCE__,0,19564
am much more into country music .,1,13585
you really must miss her . do you have any pets ?,1,7589
i was always involved in violin competitions and placed some of them,1,9118
that sounds nice . i'm reading a book with bon iver playing in the background .,1,535
"i'm like , so totally annoyed at my friend becky .",1,12539
i play the guitar . but that isn't really my profession .,1,4541
 But I am a good woman with a gun  URL,0,9998
   Have you seen or listened to your ANTIFA pals?,0,153
ahh nice to hear i love tim horton so i know something canadian,1,1532
    Im going to tell you one more time to fuck off before I block and report your ass. Whos your current president?,1,7561
in my 50s became a granny last week,1,8630
   I do have one more serious question though. I am wondering if liberal men actually have balls or is this a birth defect? What would ever happen if the left and right went at each other. LGBT be your front line??Antifa next??,0,10418
what sports do you play ?,1,8323
 She is just great. As long as she wins the title eventually,0,5618
hi ! my name is liz ! what is your name and where are you from ?,1,7088
 Are you an ostrich?,1,10096
do you like country music ?,1,1399
nice ! i like to compete too but at basketball,1,12490
 Good Lird she is a disgusting representation of a human being,1,7090
i do not have kids . i did travel around the united states playing guitar .,1,13673
    Exterminated is a little harsh   I agree with your first point whole heartedly.  I remember being advised not to go onto ESA as the stress testing was harsh and I would be better off going onto the work program because I was not eligible for any benefits (except housing benefit.,0,7170
 Bye bye Flake you Flake! Don’t let the Senate door hit you in the behind on your way out.    ,1,11732
i'm a pro bowler too,1,4502
pitt bulls . they're so sweet . i work pretty closely with a pitt bull rescue,0,21287
not me either but the guys tend to be selfish .,1,800
 Hell did they boycott McEnroe.....this is too much!!,1,437
"cool , i used to play got injured though",1,4993
do you like taylor swift at all ?,1,10067
